codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,codigo_aeronave,matricula,codigo_operador,equipamento,fabricante,modelo,tipo_motor,quantidade_motores,peso_maximo_decolagem,quantidade_assentos,ano_fabricacao,pais_registro,categoria_registro,categoria_aviacao,origem_voo,destino_voo,fase_operacao,tipo_operacao,nivel_dano,quantidade_fatalidades,dia_extracao,fator_area_FATOR HUMANO,fator_area_FATOR MATERIAL,fator_area_FATOR OPERACIONAL,fator_area_OUTRO
44843,ACIDENTE,PERDA DE CONTROLE NO SOLO,BRASÍLIA,DF,BRASIL,N/A,2011-05-16,12:00:00,N/A,SERIPA-6,INATIVA,0,0.0,,0,1,0.0,12520,PURVX,3992,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,RV-9A,PISTÃO,1.0,750,2.0,2008-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,POUSO,EXPERIMENTAL,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
51436,ACIDENTE,COLISÃO DE AERONAVES EM VOO,BRASÍLIA,DF,BRASIL,N/A,2014-05-19,18:00:00,N/A,SERIPA-6,INATIVA,0,0.0,,0,2,0.0,32945,PUPFU,3992,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,RANS S6ESCOIOTE,PISTÃO,1.0,510,2.0,1999-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,MANOBRA,EXPERIMENTAL,SUBSTANCIAL,1.0,2016-07-30,0.0,0.0,0.0,0.0
51436,ACIDENTE,COLISÃO DE AERONAVES EM VOO,BRASÍLIA,DF,BRASIL,N/A,2014-05-19,18:00:00,N/A,SERIPA-6,INATIVA,0,0.0,,0,2,0.0,33107,PURDI,3992,ULTRALEVE,ROBSON DIAS LIMA,EXCEL CARGO,PISTÃO,1.0,750,2.0,2011-01-01,BRASIL,PET,EXPERIMENTAL,N/A,N/A,MANOBRA,EXPERIMENTAL,LEVE,1.0,2016-07-30,0.0,0.0,0.0,0.0
31695,INCIDENTE GRAVE,COM TREM DE POUSO,BRASÍLIA,DF,BRASIL,SBBR,2008-02-09,09:40:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,0.0,8969,PPBRG,1000,AVIÃO,BOEING COMPANY,707-323C,JATO,4.0,148327,7.0,1966-01-01,BRASIL,TPN,NÃO REGULAR,N/A,N/A,DECOLAGEM,REGULAR,***,0.0,2016-07-30,0.0,0.0,0.0,0.0
39385,INCIDENTE GRAVE,POUSO SEM TREM,BRASÍLIA,DF,BRASIL,SBBR,2010-02-21,17:00:00,SIM,CENIPA,FINALIZADA,IG-052/CENIPA/2011,1.0,2011-08-01,1,1,0.0,10524,PTNIJ,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202,4.0,1976-01-01,BRASIL,TPP,PARTICULAR,SBCN,SBBR,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
53203,INCIDENTE GRAVE,POUSO ANTES DA PISTA,BRASÍLIA,DF,BRASIL,SBBR,2015-04-08,16:04:00,SIM,CENIPA,ATIVA,IG-057/CENIPA/2015,0.0,,0,1,0.0,9655,PRMHV,4834,AVIÃO,AIRBUS INDUSTRIE,A320-214,JATO,2.0,77000,184.0,2008-01-01,BRASIL,TPR,REGULAR,SBBR,SBAR,POUSO,REGULAR,LEVE,0.0,2016-07-30,1.0,0.0,1.0,0.0
44244,INCIDENTE GRAVE,FALHA DE SISTEMA / COMPONENTE,BRASÍLIA,DF,BRASIL,SBBR,2011-03-30,20:25:00,SIM,SERIPA-6,ATIVA,A DEFINIR,0.0,,0,1,1.0,12145,PTOSM,1880,AVIÃO,CESSNA AIRCRAFT,S550,JATO,2.0,6849,10.0,1988-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0.0,2016-07-30,0.0,0.0,1.0,1.0
52289,INCIDENTE GRAVE,POUSO SEM TREM,BRASÍLIA,DF,BRASIL,N/A,2014-08-17,15:05:00,SIM,SERIPA-6,FINALIZADA,IG-138/CENIPA/2014,1.0,2015-11-16,0,1,0.0,25936,PTLYG,3992,AVIÃO,BEECH AIRCRAFT,95-B55,PISTÃO,2.0,2268,6.0,1982-01-01,BRASIL,TPP,PARTICULAR,SSGP,SIQE,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
28093,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,BRASÍLIA,DF,BRASIL,N/A,2006-12-10,16:00:00,SIM,SERIPA-6,FINALIZADA,A-075/CENIPA/2009,1.0,2009-12-30,7,1,0.0,664,PTDQL,3992,AVIÃO,CESSNA AIRCRAFT,172L,PISTÃO,1.0,1043,4.0,1971-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,INDETERMINADA,PRIVADA,DESTRUÍDA,2.0,2016-07-30,0.0,0.0,0.0,0.0
35602,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,JI-PARANÁ,RO,BRASIL,N/A,2009-01-31,00:15:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,1.0,9557,PROAM,3867,AVIÃO,FOKKER,F28MK0100,JATO,2.0,44450,107.0,1993-01-01,BRASIL,TPR,REGULAR,N/A,N/A,CORRIDA APÓS POUSO,REGULAR,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
50831,ACIDENTE,PERDA DE CONTROLE EM VOO,ACREÚNA,GO,BRASIL,N/A,2012-09-09,20:00:00,SIM,SERIPA-6,FINALIZADA,A-044/CENIPA/2014,1.0,2014-06-03,1,1,0.0,15226,PRGFD,3992,AVIÃO,CESSNA AIRCRAFT,172N,PISTÃO,1.0,1043,0.0,1979-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,DECOLAGEM,PRIVADA,DESTRUÍDA,4.0,2016-07-30,0.0,0.0,1.0,0.0
34416,ACIDENTE,OUTROS TIPOS,BUJARI,AC,BRASIL,SBRB,2008-11-01,19:30:00,SIM,SERIPA-7,FINALIZADA,A-056/CENIPA/2010,1.0,2010-07-01,2,1,0.0,2454,PTNLC,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202,4.0,1977-01-01,BRASIL,TPP,PARTICULAR,N/A,SBRB,DESCIDA,PRIVADA,DESTRUÍDA,0.0,2016-07-30,0.0,0.0,1.0,0.0
46419,ACIDENTE,DESORIENTAÇÃO ESPACIAL,CANTÁ,RR,BRASIL,N/A,2012-09-24,08:00:00,SIM,SERIPA-7,FINALIZADA,A-541/CENIPA/2015,1.0,2015-10-05,0,1,0.0,13266,PTKSB,3984,AVIÃO,CESSNA AIRCRAFT,210L,PISTÃO,1.0,1724,6.0,1974-01-01,BRASIL,TPX,TÁXI AÉREO,SBJR,SBMT,DECOLAGEM,TÁXI AÉREO,DESTRUÍDA,1.0,2016-07-30,0.0,0.0,0.0,0.0
47154,ACIDENTE,FALHA DO MOTOR EM VOO,PIMENTA BUENO,RO,BRASIL,N/A,2013-03-11,21:30:00,SIM,SERIPA-7,ATIVA,A-050/CENIPA/2013,0.0,,0,1,0.0,13695,PTTOR,3992,AVIÃO,PIPER AIRCRAFT,PA-46R-350T,PISTÃO,1.0,1969,6.0,2009-01-01,BRASIL,TPP,PARTICULAR,SBCY,SSKW,DESCIDA,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
52838,ACIDENTE,PERDA DE CONTROLE EM VOO,ÁGUA BOA,MT,BRASIL,N/A,2014-12-19,16:16:00,SIM,SERIPA-6,ATIVA,A-205/CENIPA/2014,0.0,,0,1,0.0,28249,PTULZ,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-202,PISTÃO,1.0,1800,1.0,1999-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,1.0,2016-07-30,0.0,0.0,1.0,0.0
26960,ACIDENTE,FALHA DO MOTOR EM VOO,ANADIA,AL,BRASIL,N/A,2006-04-23,13:00:00,SIM,SERIPA-2,FINALIZADA,A-076/CENIPA/2009,1.0,2009-12-30,10,1,0.0,1586,PTHQY,3963,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451,5.0,1983-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
47661,ACIDENTE,COLISÃO COM OBSTÁCULO NO SOLO,ATALAIA DO NORTE,AM,BRASIL,N/A,2013-04-22,19:00:00,SIM,SERIPA-7,FINALIZADA,A-035/CENIPA/2013,1.0,2013-08-14,2,1,0.0,4141,PTVPN,5020,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1994-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,SBCZ,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,1.0,2016-07-30,0.0,0.0,1.0,0.0
53306,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,ATALAIA DO NORTE,AM,BRASIL,N/A,2015-05-29,23:17:00,SIM,SERIPA-7,ATIVA,A-081/CENIPA/2015,0.0,,0,1,0.0,18224,PRADA,3733,HELICÓPTERO,EUROCOPTER FRANCE,AS 355 N,TURBOEIXO,2.0,2600,6.0,1998-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,SBTT,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,5.0,2016-07-30,1.0,0.0,1.0,0.0
36097,INCIDENTE GRAVE,POUSO EM LOCAL NÃO PREVISTO,ÁGUA BRANCA,PI,BRASIL,N/A,2009-03-20,19:55:00,SIM,SERIPA-1,FINALIZADA,IG-067/CENIPA/2010,1.0,2010-08-18,4,1,0.0,9878,PTNBH,391,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711C,PISTÃO,1.0,1202,4.0,1975-01-01,BRASIL,TPX,TÁXI AÉREO,SNQG,SIPW,DESCIDA,TÁXI AÉREO,NENHUM,0.0,2016-07-30,0.0,0.0,1.0,1.0
44464,ACIDENTE,PERDA DE CONTROLE NO SOLO,ÁGUA CLARA,MS,BRASIL,N/A,2011-05-01,11:45:00,SIM,SERIPA-5,FINALIZADA,A-090/CENIPA/2011,1.0,2011-09-23,6,1,0.0,12273,PTRYD,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-711ST,PISTÃO,1.0,1315,4.0,1985-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,CORRIDA APÓS POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
46437,ACIDENTE,PERDA DE CONTROLE EM VOO,ÁGUA CLARA,MS,BRASIL,N/A,2012-08-25,11:30:00,SIM,SERIPA-4,FINALIZADA,A-034/CENIPA/2013,1.0,2013-12-30,2,1,0.0,13272,PTOKZ,3992,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,1.0,1724,6.0,1979-01-01,BRASIL,TPP,PARTICULAR,SSTL,SJUQ,CRUZEIRO,PRIVADA,DESTRUÍDA,3.0,2016-07-30,1.0,0.0,1.0,0.0
45277,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,ÁGUA CLARA,MS,BRASIL,N/A,2011-11-27,10:10:00,SIM,SERIPA-4,FINALIZADA,A-534/CENIPA/2015,1.0,2015-07-14,0,1,0.0,12732,PTUCU,4927,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,1987-01-01,BRASIL,SAE-AG,AGRÍCOLA,SSZG,SSZG,ESPECIALIZADA,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
31869,ACIDENTE,POUSO BRUSCO,CRUZEIRO DO SUL,AC,BRASIL,SBCZ,2008-01-29,03:15:00,SIM,SERIPA-7,FINALIZADA,A-045/CENIPA/2010,1.0,2010-06-10,1,1,0.0,1633,PTLEB,5179,AVIÃO,LEARJET,35A,JATO,2.0,8301,10.0,1982-01-01,BRASIL,TPX,TÁXI AÉREO,SBRB,SBCZ,POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
39913,INCIDENTE GRAVE,COM PÁRA-BRISAS / JANELA / PORTA,CRUZEIRO DO SUL,AC,BRASIL,SBCZ,2010-03-10,06:17:00,SIM,SERIPA-7,FINALIZADA,IG-131/CENIPA/2011,1.0,2011-12-21,3,1,1.0,4334,PTMEA,2081,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,1.0,3969,11.0,1993-01-01,BRASIL,TPX,TÁXI AÉREO,SBRB,SBCZ,DECOLAGEM,TÁXI AÉREO,NENHUM,0.0,2016-07-30,0.0,0.0,1.0,0.0
34855,ACIDENTE,POUSO EM LOCAL NÃO PREVISTO,ADOLFO,SP,BRASIL,N/A,2008-11-10,17:00:00,SIM,SERIPA-4,FINALIZADA,A-507/CENIPA/2016,1.0,2016-03-18,0,1,0.0,9732,PTEXO,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,PISTÃO,1.0,1633,6.0,1979-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
45913,ACIDENTE,FALHA DO MOTOR EM VOO,ALCÂNTARA,MA,BRASIL,N/A,2012-05-25,20:45:00,SIM,SERIPA-1,ATIVA,A DEFINIR,0.0,,0,1,0.0,10998,PTRZQ,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-712,PISTÃO,1.0,1157,4.0,,BRASIL,TPP,PARTICULAR,N/A,N/A,SUBIDA,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
53545,INCIDENTE GRAVE,ESTOURO DE PNEU,PORTO VELHO,RO,BRASIL,SBPV,2015-10-23,19:56:00,SIM,SERIPA-7,ATIVA,IG-140/CENIPA/2015,0.0,,0,1,1.0,12856,PTDIQ,3992,AVIÃO,BEECH AIRCRAFT,B90,TURBOÉLICE,2.0,4377,6.0,1968-01-01,BRASIL,TPP,PARTICULAR,SJOG,SBPV,CORRIDA APÓS POUSO,PRIVADA,NENHUM,0.0,2016-07-30,0.0,0.0,1.0,0.0
44817,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,PORTO VELHO,RO,BRASIL,SWRO,2011-07-12,21:20:00,SIM,SERIPA-7,FINALIZADA,A-019/CENIPA/2014,1.0,2014-06-02,2,1,0.0,12506,PPGRF,265,AVIÃO,AERO BOERO,AB-115,PISTÃO,1.0,770,2.0,1993-01-01,BRASIL,PIN,INSTRUÇÃO,SWRO,SWRO,APROXIMAÇÃO FINAL,INSTRUÇÃO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
27633,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO VELHO,RO,BRASIL,SBPV,2006-08-20,12:56:00,SIM,SERIPA-7,ATIVA,A DEFINIR,0.0,,0,1,0.0,34545,FAP117,5880,AVIÃO,CESSNA AIRCRAFT,A-37B,***,0.0,0,0.0,,PERU,EXT,***,N/A,N/A,DECOLAGEM,***,DESTRUÍDA,0.0,2016-07-30,0.0,0.0,0.0,0.0
47102,INCIDENTE GRAVE,POUSO LONGO,PORTO VELHO,RO,BRASIL,SBPV,2013-03-05,12:00:00,SIM,CENIPA,ATIVA,A DEFINIR,0.0,,0,1,1.0,13626,PRIOD,4377,AVIÃO,BOEING COMPANY,727-264,JATO,3.0,88360,5.0,1983-01-01,BRASIL,TPR,REGULAR,N/A,N/A,CORRIDA APÓS POUSO,REGULAR,NENHUM,0.0,2016-07-30,0.0,0.0,0.0,0.0
53578,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO VELHO,RO,BRASIL,SWRO,2015-11-01,21:30:00,N/A,SERIPA-7,INATIVA,0,0.0,,0,1,0.0,31965,PUJJV,3992,ULTRALEVE,FLYER INDUSTRIA AERONAUTICA LTDA,KOLBFLYER SS,PISTÃO,1.0,598,2.0,2008-01-01,BRASIL,PET,EXPERIMENTAL,SWRO,SWRO,DECOLAGEM,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
45822,ACIDENTE,FALHA DO MOTOR EM VOO,PORTO VELHO,RO,BRASIL,N/A,2012-05-05,11:15:00,SIM,SERIPA-7,FINALIZADA,A-111/CENIPA/2013,1.0,2014-07-21,0,1,0.0,6831,PTVCE,4368,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1986-01-01,BRASIL,TPX,TÁXI AÉREO,SBPV,SJJF,SUBIDA,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
28775,ACIDENTE,FALHA DO MOTOR EM VOO,CARACARAÍ,RR,BRASIL,N/A,2007-03-31,17:15:00,SIM,SERIPA-1,FINALIZADA,A-054/CENIPA/2013,1.0,2013-09-13,2,1,0.0,9232,PTKBA,3984,AVIÃO,CESSNA AIRCRAFT,U206F,PISTÃO,1.0,1633,6.0,1974-01-01,BRASIL,TPX,TÁXI AÉREO,SJLU,SJYK,INDETERMINADA,TÁXI AÉREO,DESTRUÍDA,2.0,2016-07-30,0.0,0.0,1.0,0.0
53498,ACIDENTE,POUSO LONGO,ALTA FLORESTA,MT,BRASIL,N/A,2015-09-28,14:40:00,SIM,SERIPA-6,ATIVA,A-130/CENIPA/2015,0.0,,0,1,0.0,5824,PTGRT,6061,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PISTÃO,1.0,1800,1.0,1977-01-01,BRASIL,SAE-AG,AGRÍCOLA,N/A,N/A,ARREMETIDA NO SOLO,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,1.0,0.0,1.0,0.0
48883,INCIDENTE GRAVE,COM TREM DE POUSO,ALTA FLORESTA,MT,BRASIL,SWEN,2013-06-24,16:30:00,SIM,SERIPA-6,FINALIZADA,IG-117/CENIPA/2013,1.0,2016-03-18,0,1,1.0,14688,PRBAP,4128,AVIÃO,CESSNA AIRCRAFT,210N,PISTÃO,1.0,1724,6.0,1979-01-01,BRASIL,TPX,TÁXI AÉREO,SWNF,SWEN,POUSO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
34538,ACIDENTE,PANE SECA,LARANJAL DO JARI,AP,BRASIL,N/A,2008-12-03,19:30:00,SIM,SERIPA-1,ATIVA,A DEFINIR,0.0,,0,1,0.0,9670,PTNGM,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-710C,PISTÃO,1.0,1361,4.0,1976-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,SUBIDA,PRIVADA,DESTRUÍDA,0.0,2016-07-30,1.0,0.0,1.0,0.0
37536,ACIDENTE,FALHA DO MOTOR EM VOO,LARANJAL DO JARI,AP,BRASIL,N/A,2009-05-16,13:30:00,SIM,SERIPA-1,FINALIZADA,A-080/CENIPA/2011,1.0,2011-09-23,1,1,0.0,6057,PTEXC,3992,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,PISTÃO,1.0,1542,7.0,1979-01-01,BRASIL,TPP,PARTICULAR,SBMQ,SILJ,CIRCUITO DE TRÁFEGO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
26759,ACIDENTE,FALHA DO MOTOR EM VOO,ALTO ARAGUAIA,MT,BRASIL,N/A,2006-05-08,13:10:00,SIM,SERIPA-6,FINALIZADA,A-032/CENIPA/2009,1.0,2009-10-09,7,1,0.0,9111,PTKEZ,3992,AVIÃO,BEECH AIRCRAFT,V35B,PISTÃO,1.0,1542,6.0,1974-01-01,BRASIL,TPP,PARTICULAR,SIKG,N/A,INDETERMINADA,PRIVADA,DESTRUÍDA,4.0,2016-07-30,0.0,0.0,0.0,0.0
53628,ACIDENTE,FALHA DO MOTOR EM VOO,AGUAÍ,SP,BRASIL,N/A,2015-12-08,12:30:00,SIM,SERIPA-4,ATIVA,A-161/CENIPA/2015,0.0,,0,1,0.0,28837,PTVVS,476,AVIÃO,EMBRAER,EMB-202A,PISTÃO,1.0,1800,1.0,2012-01-01,BRASIL,SAE-AG,AGRÍCOLA,N/A,N/A,DECOLAGEM,AGRÍCOLA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
40412,ACIDENTE,FALHA DE SISTEMA / COMPONENTE,MACAPÁ,AP,BRASIL,N/A,2010-04-16,21:55:00,N/A,SERIPA-1,INATIVA,0,0.0,,0,1,0.0,10718,PTZAL,3992,AVIÃO,***,FALCAO AG-21,PISTÃO,1.0,1100,2.0,2009-01-01,BRASIL,PEX,EXPERIMENTAL,N/A,N/A,POUSO,EXPERIMENTAL,LEVE,0.0,2016-07-30,0.0,0.0,0.0,0.0
45759,ACIDENTE,INDETERMINADA,MACAPÁ,AP,BRASIL,N/A,2012-04-20,08:55:00,SIM,SERIPA-1,ATIVA,A-605/CENIPA/2014,0.0,,0,1,0.0,12919,PRCRR,3992,AVIÃO,CESSNA AIRCRAFT,T206H,PISTÃO,1.0,1633,6.0,2008-01-01,BRASIL,TPP,PARTICULAR,SBMQ,SBSN,INDETERMINADA,PRIVADA,DESTRUÍDA,2.0,2016-07-30,1.0,1.0,1.0,0.0
46309,ACIDENTE,OUTROS TIPOS,MACAPÁ,AP,BRASIL,N/A,2012-09-09,21:12:00,SIM,SERIPA-1,FINALIZADA,A DEFINIR,0.0,,0,1,0.0,13229,PTWYK,3992,AVIÃO,CESSNA AIRCRAFT,172R,PISTÃO,1.0,1111,4.0,1998-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,INDETERMINADA,PRIVADA,DESTRUÍDA,1.0,2016-07-30,0.0,0.0,0.0,0.0
53579,ACIDENTE,PERDA DE CONTROLE EM VOO,VILHENA,RO,BRASIL,SBVH,2015-10-30,12:30:00,N/A,SERIPA-7,INATIVA,0,0.0,,0,1,0.0,33762,PUTRB,3992,ULTRALEVE,TRIKE ICAROS LTDA,ADVENTURE,PISTÃO,1.0,420,2.0,2005-01-01,BRASIL,PET,EXPERIMENTAL,SBVH,SBVH,DECOLAGEM,PRIVADA,SUBSTANCIAL,1.0,2016-07-30,0.0,0.0,0.0,0.0
42071,ACIDENTE,FALHA DO MOTOR EM VOO,AFUÁ,PA,BRASIL,N/A,2010-07-24,10:15:00,SIM,SERIPA-1,FINALIZADA,A-084/CENIPA/2011,1.0,2011-09-23,6,1,0.0,11239,PRJOS,2176,AVIÃO,CESSNA AIRCRAFT,208B,TURBOÉLICE,1.0,3969,2.0,1987-01-01,BRASIL,TPX,TÁXI AÉREO,SBBE,SBMQ,CRUZEIRO,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
45894,ACIDENTE,COLISÃO EM VOO COM OBSTÁCULO,AFUÁ,PA,BRASIL,N/A,2012-05-16,12:10:00,SIM,SERIPA-1,ATIVA,A DEFINIR,0.0,,0,1,0.0,8530,PTLEZ,386,AVIÃO,CESSNA AIRCRAFT,U206G,PISTÃO,1.0,1633,6.0,1977-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,APROXIMAÇÃO FINAL,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
43719,ACIDENTE,PERDA DE CONTROLE EM VOO,ARACAJU,SE,BRASIL,N/A,2010-12-21,13:03:00,SIM,SERIPA-2,FINALIZADA,A-042/CENIPA/2013,1.0,2013-08-22,9,1,0.0,11826,PRHQB,3992,HELICÓPTERO,BELL HELICOPTER,206B,TURBOEIXO,1.0,1451,5.0,1969-01-01,BRASIL,TPP,PARTICULAR,SNAU,N/A,TÁXI,PRIVADA,DESTRUÍDA,1.0,2016-07-30,1.0,0.0,1.0,0.0
51672,ACIDENTE,PERDA DE CONTROLE EM VOO,ARACAJU,SE,BRASIL,SNAU,2014-07-04,18:52:00,N/A,SERIPA-2,INATIVA,0,0.0,,0,1,0.0,22686,PRZMZ,3992,AVIÃO,FLYER INDUSTRIA AERONAUTICA LTDA,RV-10,PISTÃO,1.0,1224,0.0,,BRASIL,PET,EXPERIMENTAL,N/A,N/A,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,0.0,0.0
53423,ACIDENTE,POUSO BRUSCO,ARACAJU,SE,BRASIL,SNJD,2015-08-01,12:50:00,SIM,SERIPA-2,FINALIZADA,A-108/CENIPA/2015,1.0,2016-06-16,0,1,0.0,9703,PTKKL,3992,AVIÃO,CESSNA AIRCRAFT,182P,PISTÃO,1.0,1338,4.0,1974-01-01,BRASIL,TPP,PARTICULAR,SNJD,SNAU,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
53257,ACIDENTE,PERDA DE CONTROLE NO SOLO,ARACAJU,SE,BRASIL,SBAR,2015-05-17,17:40:00,SIM,SERIPA-2,FINALIZADA,A-073/CENIPA/2015,1.0,2015-11-16,1,1,0.0,29077,PTWLE,3992,AVIÃO,MAULE AIRCRAFT,M-6-235,PISTÃO,1.0,1134,4.0,1990-01-01,BRASIL,TPP,PARTICULAR,SBPV,SBEG,POUSO,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
44118,ACIDENTE,PERDA DE CONTROLE NO SOLO,ARACAJU,SE,BRASIL,SNAU,2011-03-18,20:00:00,SIM,SERIPA-2,ATIVA,A-590/CENIPA/2016,0.0,,0,1,0.0,12084,PPAMM,3992,HELICÓPTERO,ROBINSON HELICOPTER,R44 II,PISTÃO,1.0,1134,4.0,2006-01-01,BRASIL,TPP,PARTICULAR,N/A,N/A,TÁXI,PRIVADA,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,1.0
45912,INCIDENTE GRAVE,PERDA DE CONTROLE NO SOLO,MUCAJAÍ,RR,BRASIL,SWMV,2012-05-04,19:30:00,SIM,SERIPA-7,FINALIZADA,IG-110/CENIPA/2013,1.0,2014-10-02,0,1,0.0,11277,PTOND,4468,AVIÃO,CESSNA AIRCRAFT,U206G,PISTÃO,1.0,1633,6.0,1982-01-01,BRASIL,TPX,TÁXI AÉREO,N/A,N/A,DECOLAGEM,TÁXI AÉREO,SUBSTANCIAL,0.0,2016-07-30,0.0,0.0,1.0,0.0
52275,ACIDENTE,PERDA DE CONTROLE NO SOLO,MUCAJAÍ,RR,BRASIL,N/A,2014-08-28,14:40:00,SIM,SERIPA-7,FINALIZADA,A-148/CENIPA/2014,1.0,2015-03-06,0,1,1.0,3796,PTRXS,3984,AVIÃO,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,PISTÃO,1.0,1633,7.0,1986-01-01,BRASIL,TPX,TÁXI AÉREO,SWPD,SJKS,CORRIDA APÓS POUSO,TÁXI AÉREO,LEVE,0.0,2016-07-30,0.0,0.0,1.0,0.0
